Dinitrogen monoxide;('air', 'urban air close to ground');kilogram
kraft paper production;RER;kilogram;kraft paper
market for ceramic tile;GLO;kilogram;ceramic tile
gravel production, crushed;RoW;kilogram;gravel, crushed
transport, freight, lorry 16-32 metric ton, EURO5;RER;ton kilometer;transport, freight, lorry 16-32 metric ton, EURO5
market for transport, freight train;Europe without Switzerland;ton kilometer;transport, freight train
market for hydrochloric acid, without water, in 30% solution state;RER;kilogram;hydrochloric acid, without water, in 30% solution state
Ammonia;('air', 'urban air close to ground');kilogram
Acetone;('air', 'urban air close to ground');kilogram
Propane;('air', 'non-urban air or from high stacks');kilogram
transport, helicopter;GLO;hour;transport, helicopter
market for plastic processing factory;GLO;unit;plastic processing factory
market for transport, freight, lorry 7.5-16 metric ton, EURO6;RER;ton kilometer;transport, freight, lorry 7.5-16 metric ton, EURO6
Phosphate;('water', 'ground-, long-term');kilogram
market for epoxy resin, liquid;RER;kilogram;epoxy resin, liquid
market for inert waste, for final disposal;RoW;kilogram;inert waste, for final disposal
Iron, ion;('water', 'ground-, long-term');kilogram
market for molybdenum trioxide;GLO;kilogram;molybdenum trioxide
market for sugar beet seed, for sowing;GLO;kilogram;sugar beet seed, for sowing
Biodiesel, from rapeseed oil, at fuelling station;RER;kilogram;biodiesel, vehicle grade
Overhead lines;RER;unit;Overhead lines
woodchips from forestry residues;RER;megajoule;woodchips from forestry residues
Bipolar plate;GLO;kilowatt;Bipolar plate
Wood, hard, standing;('natural resource', 'biotic');cubic meter
market for styrene;GLO;kilogram;styrene
noise, octave 4, day time, suburban;('octave 4', 'day time', 'suburban');joule
market for hard coal;CN;kilogram;hard coal
Benzene;('air', 'low population density, long-term');kilogram
BOD5, Biological Oxygen Demand;('water',);kilogram
Electrical equipment;RER;unit;Electrical equipment
Pentane;('air', 'low population density, long-term');kilogram
Nickel;('air', 'non-urban air or from high stacks');kilogram
Rapeseed cultivation {RER} | rapeseed production Europe | Alloc Rec, U;RER;megajoule;Rapeseed cultivation {RER} | rapeseed production Europe | Alloc Rec, U
Acrolein;('air', 'low population density, long-term');kilogram
diesel production, synthetic, from electrolysis-based hydrogen, economic allocation, at fuelling station;RER;kilogram;diesel, synthetic, vehicle grade
m-Xylene;('air', 'urban air close to ground');kilogram
market for gold;GLO;kilogram;gold
market for hexafluoroethane;GLO;kilogram;hexafluoroethane
Hydrogen, gaseous, 25 bar, from heatpipe reformer gasification of woody biomass, at gasification plant;CH;kilogram;Hydrogen, gaseous, 25 bar
chemical factory construction, organics;RER;unit;chemical factory, organics
Carbon monoxide, fossil;('air', 'urban air close to ground');kilogram
Transformation, from annual crop;('natural resource', 'land');square meter
Cadmium;('air', 'urban air close to ground');kilogram
electricity production, at power plant/natural gas, post, pipeline 200km, storage 1000m;RER;kilowatt hour;electricity, high voltage
frequency converter, for diaphragm compressor;GLO;unit;frequency converter, for diaphragm compressor
treatment of wastewater, average, capacity 1E9l/year;Europe without Switzerland;cubic meter;wastewater, average
Carbon-14;('air', 'non-urban air or from high stacks');kilo Becquerel
BOD5, Biological Oxygen Demand;('water', 'surface water');kilogram
Hydrocarbons, chlorinated;('air', 'non-urban air or from high stacks');kilogram
market for methanol;GLO;kilogram;methanol
Cyclohexane;('air', 'low population density, long-term');kilogram
market for transport, freight, lorry, unspecified;RoW;ton kilometer;transport, freight, lorry, unspecified
market group for inorganic phosphorus fertiliser, as P2O5;RER;kilogram;inorganic phosphorus fertiliser, as P2O5
Hydrogen, gaseous, 30 bar, from hard coal gasification and reforming, at coal gasification plant;RER;kilogram;Hydrogen, gaseous, 30 bar
market for gypsum fibreboard;GLO;kilogram;gypsum fibreboard
noise, octave 6, day time, suburban;('octave 6', 'day time', 'suburban');joule
market for quicklime, milled, packed;RER;kilogram;quicklime, milled, packed
market for steam, in chemical industry;RER;kilogram;steam, in chemical industry
Particulates, < 2.5 um;('air',);kilogram
market for inverter, for electric passenger car;GLO;kilogram;inverter, for electric passenger car
Hydrogen, gaseous, 700 bar, from gasification of woody biomass in entrained flow gasifier, at fuelling station;RER;kilogram;Hydrogen, gaseous, 700 bar
SMR BM, HT+LT, + CCS (MDEA), 98 (average), digestate incineration, 26 bar;CH;megajoule;Hydrogen, gaseous, 26 bar
market for impact extrusion of aluminium, 1 stroke;GLO;kilogram;impact extrusion of aluminium, 1 stroke
Radon-220;('air', 'non-urban air or from high stacks');kilo Becquerel
infrastructure construction, for regional distribution of oil product;RER;unit;infrastructure, for regional distribution of oil product
market for transport, freight, lorry >32 metric ton, EURO5;RER;ton kilometer;transport, freight, lorry >32 metric ton, EURO5
Hydrogen, gaseous, 25 bar, from heatpipe reformer gasification of woody biomass with CCS, at gasification plant;CH;kilogram;Hydrogen, gaseous, 25 bar
Ethanol from wheat grains;RER;kilogram;Ethanol from wheat grains
Hydrogen-3, Tritium;('water', 'surface water');kilo Becquerel
treatment of waste mineral oil, hazardous waste incineration;RoW;kilogram;waste mineral oil
market for sulfur dioxide, liquid;RER;kilogram;sulfur dioxide, liquid
LTO electrode material (Li4Ti5O12);GLO;kilogram;LTO electrode material (Li4Ti5O12)
treatment of inert waste, inert material landfill;CH;kilogram;inert waste, for final disposal
market for N-methyl-2-pyrrolidone;GLO;kilogram;N-methyl-2-pyrrolidone
glass fibre reinforced plastic production, polyester resin, hand lay-up;RER;kilogram;glass fibre reinforced plastic, polyester resin, hand lay-up
market for rainwater mineral oil storage;Europe without Switzerland;cubic meter;rainwater mineral oil storage
Propene;('air', 'urban air close to ground');kilogram
NMVOC, non-methane volatile organic compounds, unspecified origin;('air',);kilogram
market group for electricity, high voltage;ENTSO-E;kilowatt hour;electricity, high voltage
treatment of wastewater, unpolluted, capacity 5E9l/year;RoW;cubic meter;wastewater, unpolluted
noise, octave 7, day time, suburban;('octave 7', 'day time', 'suburban');joule
market for stone wool, packed;GLO;kilogram;stone wool, packed
electricity production, wind, 1-3MW turbine, onshore;DE;kilowatt hour;electricity, high voltage
market for carbon black;GLO;kilogram;carbon black
suspension, for lorry;RER;kilogram;suspension, for lorry
welding, arc, aluminium;RER;meter;welding, arc, aluminium
NMC-811 oxide;GLO;kilogram;NMC-811 oxide
Sulfur dioxide;('air', 'low population density, long-term');kilogram
Lithium iron phosphate [LiFePO4];JP;kilogram;Lithium iron phosphate [LiFePO4]
market for metal working, average for metal product manufacturing;GLO;kilogram;metal working, average for metal product manufacturing
market for polyurethane, rigid foam;RER;kilogram;polyurethane, rigid foam
Oil Palm Tree Cultivation {RER} | Fresh Fruit Bunches (FFBs) production | Alloc Rec, U;RER;megajoule;Oil Palm Tree Cultivation {RER} | Fresh Fruit Bunches (FFBs) production | Alloc Rec, U
market for polyethylene, high density, granulate, recycled;Europe without Switzerland;kilogram;polyethylene, high density, granulate, recycled
Maize cultivation, drying and storage {RER} | Maize production Europe | Alloc Rec, U;RER;megajoule;Maize cultivation, drying and storage {RER} | Maize production Europe | Alloc Rec, U
o-Xylene;('air', 'urban air close to ground');kilogram
carbon black production;GLO;kilogram;carbon black
treatment of wastewater, from residence, capacity 1.1E10l/year;RoW;cubic meter;wastewater, from residence
Xenon-135;('air', 'non-urban air or from high stacks');kilo Becquerel
Straw bales | baling of straw;RER;megajoule;Straw bales | baling of straw
liquid storage tank production, chemicals, organics;CH;unit;liquid storage tank, chemicals, organics
lead acid battery, for lorry;RER;kilogram;lead acid battery, for lorry
Fiber carbonization (low temp);RER;kilogram;Carbonized fiber, low temp
Toluene;('air', 'urban air close to ground');kilogram
Chromium VI;('air', 'urban air close to ground');kilogram
market group for light fuel oil;RER;kilogram;light fuel oil
Water, salt, ocean;('natural resource', 'in water');cubic meter
Oil, crude, in ground;('natural resource', 'in ground');kilogram
Cyclohexane;('air', 'urban air close to ground');kilogram
Cathode current collector, LTO;JP;kilogram;Cathode current collector, LTO
market for nitrogen, liquid;RER;kilogram;nitrogen, liquid
Zinc;('air', 'low population density, long-term');kilogram
market for activated carbon, granular;GLO;kilogram;activated carbon, granular
Ethane;('air', 'urban air close to ground');kilogram
Transformation, to industrial area;('natural resource', 'land');square meter
market for soil pH raising agent, as CaCO3;GLO;kilogram;soil pH raising agent, as CaCO3
Chloride;('water', 'surface water');kilogram
Monoethanolamine;('air',);kilogram
Particulates, < 2.5 um;('air', 'non-urban air or from high stacks');kilogram
market for road;GLO;meter-year;road
copper collector foil, for Li-ion battery;GLO;kilogram;copper collector foil, for Li-ion battery
market for brass;CH;kilogram;brass
market group for electricity, high voltage;RER;kilowatt hour;electricity, high voltage
other components, for hybrid electric lorry;RER;kilogram;other components, for hybrid electric lorry
hydrogen fluoride production;RoW;kilogram;hydrogen fluoride
Anode current collector, LFP;JP;kilogram;Anode current collector, LFP
market for nylon 6-6;RER;kilogram;nylon 6-6
Pentane;('air', 'urban air close to ground');kilogram
electricity production, wind, 1-3MW turbine, offshore;DE;kilowatt hour;electricity, high voltage
treatment of spent anion exchange resin from potable water production, municipal incineration;RoW;kilogram;spent anion exchange resin from potable water production
Ozone;('air',);kilogram
market for transport, freight, lorry 16-32 metric ton, EURO5;RoW;ton kilometer;transport, freight, lorry 16-32 metric ton, EURO5
Methane, dichloro-, HCC-30;('water', 'surface water');kilogram
Manganese;('water', 'surface water');kilogram
Gas Diffusion Layer;GLO;kilowatt;Gas Diffusion Layer
Essential BoP;GLO;kilogram;Essential BoP
ethylene glycol production;RER;kilogram;ethylene glycol
treatment of hard coal ash, residual material landfill;DE;kilogram;hard coal ash
biogas upgrading - sewage sludge - amine scrubbing - best;RER;kilogram;biogas upgrading - sewage sludge - amine scrubbing - best
activated silica production;GLO;kilogram;activated silica
Hexane;('air', 'non-urban air or from high stacks');kilogram
market for potassium carbonate;GLO;kilogram;potassium carbonate
Copper;('air', 'non-urban air or from high stacks');kilogram
market for phosphoric acid, industrial grade, without water, in 85% solution state;GLO;kilogram;phosphoric acid, industrial grade, without water, in 85% solution state
market for chemical, organic;GLO;kilogram;chemical, organic
noise, octave 5, day time, rural;('octave 5', 'day time', 'rural');joule
Sodium, ion;('water', 'surface water');kilogram
Biodiesel, from algae, at fuelling station;RER;kilogram;biodiesel, vehicle grade
electricity production, hydro, run-of-river;DE;kilowatt hour;electricity, high voltage
Hydrogen, gaseous, 700 bar, from heatpipe reformer gasification of woody biomass with CCS, at fuelling station;CH;kilogram;Hydrogen, gaseous, 700 bar
market for lubricating oil;RER;kilogram;lubricating oil
market for acetone, liquid;RoW;kilogram;acetone, liquid
Transformation, from forest, unspecified;('natural resource', 'land');square meter
market for natural gas, high pressure, vehicle grade;GLO;kilogram;natural gas, high pressure, vehicle grade
market for used vegetable cooking oil;GLO;kilogram;used vegetable cooking oil
Walls and foundations, for hydrogen refuelling station;RER;unit;Walls and foundations, for hydrogen refuelling station
electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;DE;kilowatt hour;electricity, low voltage
polyethylene production, high density, granulate;RER;kilogram;polyethylene, high density, granulate
Acetaldehyde;('air', 'urban air close to ground');kilogram
Volume occupied, reservoir;('natural resource', 'in water');cubic meter-year
Formaldehyde;('air', 'non-urban air or from high stacks');kilogram
Hydrocarbons, chlorinated;('air', 'low population density, long-term');kilogram
NMC-111 hydroxide;GLO;kilogram;NMC-111 hydroxide
market for NOx retained, by selective catalytic reduction;GLO;kilogram;NOx retained, by selective catalytic reduction
market for water, ultrapure;RoW;kilogram;water, ultrapure
Lead;('air',);kilogram
noise, octave 8, day time, suburban;('octave 8', 'day time', 'suburban');joule
market for tap water;RoW;kilogram;tap water
graphite purification;CN;kilogram;graphite, purified
noise, octave 3, day time, rural;('octave 3', 'day time', 'rural');joule
Energy, geothermal, converted;('natural resource', 'in ground');megajoule
market for hexane;GLO;kilogram;hexane
market for wood chips, wet, measured as dry mass;CH;kilogram;wood chips, wet, measured as dry mass
Water, turbine use, unspecified natural origin;('natural resource', 'in water');cubic meter
market for glass fibre;GLO;kilogram;glass fibre
market for metal working, average for aluminium product manufacturing;GLO;kilogram;metal working, average for aluminium product manufacturing
market for integrated circuit, logic type;GLO;kilogram;integrated circuit, logic type
noise, octave 7, day time, rural;('octave 7', 'day time', 'rural');joule
Multilayer pouch;GLO;kilogram;Multilayer pouch
Ethanol, from sugarbeet, at fuelling station;RER;kilogram;ethanol, without water, in 99.7% solution state, vehicle grade
Sulfate;('water', 'ground-');kilogram
market for aluminium alloy, AlLi;GLO;kilogram;aluminium alloy, AlLi
SMR NG, 700 bar;CH;kilogram;SMR NG, 700 bar
Hydrogen, gaseous, 700 bar, from SMR of NG, at fuelling station;RER;kilogram;Hydrogen, gaseous, 700 bar
Polyacrylonitrile production (PAN) by polymerisation;RER;kilogram;Polyacrylonitrile
market for used Li-ion battery;GLO;kilogram;used Li-ion battery
Nickel;('air', 'urban air close to ground');kilogram
aluminium collector foil, for Li-ion battery;GLO;kilogram;aluminium collector foil, for Li-ion battery
Propionic acid;('air',);kilogram
Shale, in ground;('natural resource', 'in ground');kilogram
diesel, burned in diesel-electric generating set, 18.5kW;GLO;megajoule;diesel, burned in diesel-electric generating set, 18.5kW
phenolic resin production;RoW;kilogram;phenolic resin
Barium;('water', 'surface water');kilogram
Strontium;('water', 'surface water');kilogram
cement production, Portland;EUR;kilogram;cement, Portland
BOD5, Biological Oxygen Demand;('water', 'surface water');kilogram
market for nitric acid, without water, in 50% solution state;RER w/o RU;kilogram;nitric acid, without water, in 50% solution state
assembly operation, for lorry;RER;kilogram;assembly operation, for lorry
PAH, polycyclic aromatic hydrocarbons;('air', 'non-urban air or from high stacks');kilogram
market for precious metal refinery;GLO;unit;precious metal refinery
PEM electrolyzer, Stack;GLO;unit;PEM electrolyzer, Stack
market for cyclohexane;GLO;kilogram;cyclohexane
Water, unspecified natural origin;('natural resource', 'in water');cubic meter
Iron, ion;('water', 'ground-, long-term');kilogram
gas motor production, 206kW;RER;unit;gas motor, 206kW
Heptane;('air', 'non-urban air or from high stacks');kilogram
High voltage system;GLO;kilogram;High voltage system
Cadmium;('air', 'low population density, long-term');kilogram
ATR NG + CCS (MDEA), 98 (average), 25 bar;RER;megajoule;Hydrogen, gaseous, 25 bar
electricity production, wind, 1-3MW turbine, onshore;DE;kilowatt hour;electricity, high voltage
Transformation, from traffic area, rail/road embankment;('natural resource', 'land');square meter
Charging stand;RER;unit;Charging stand
LTO electrode material (Li4Ti5O12);GLO;kilogram;LTO electrode material (Li4Ti5O12)
Carbon dioxide, fossil;('air', 'non-urban air or from high stacks');kilogram
o-Xylene;('air', 'low population density, long-term');kilogram
market for pesticide, unspecified;GLO;kilogram;pesticide, unspecified
Acrolein;('air', 'non-urban air or from high stacks');kilogram
Hydrogen, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, with CCS, at gasification plant;RER;kilogram;Hydrogen, gaseous, 25 bar
market for monoethanolamine;GLO;kilogram;monoethanolamine
ethylene glycol production;RER;kilogram;ethylene glycol
Sulfur hexafluoride;('air',);kilogram
market for heat, district or industrial, other than natural gas;Europe without Switzerland;megajoule;heat, district or industrial, other than natural gas
market for wood chips, wet, measured as dry mass, CF = -1;Europe without Switzerland;kilogram;wood chips, wet, measured as dry mass, CF = -1
Battery retention;GLO;kilogram;Battery retention
Hydrogen, gaseous, 25 bar, from heatpipe reformer gasification of woody biomass with CCS, at gasification plant;CH;kilogram;Hydrogen, gaseous, 25 bar
market for sodium chloride, powder;GLO;kilogram;sodium chloride, powder
market group for heat, central or small-scale, natural gas;RER;megajoule;heat, central or small-scale, natural gas
Carbon monoxide, non-fossil;('air', 'non-urban air or from high stacks');kilogram
market for electrostatic paint;GLO;kilogram;electrostatic paint
Fiber washing;RER;kilogram;Washed fiber
Acetaldehyde;('air', 'non-urban air or from high stacks');kilogram
Carbon dioxide, from soil or biomass stock;('air',);kilogram
softwood forestry, spruce, sustainable forest management_CF = -1;DE;kilogram;wood chips, wet, measured as dry mass_CF = -1
market for extrusion, plastic film;GLO;kilogram;extrusion, plastic film
market for glass fibre;GLO;kilogram;glass fibre
market for epoxy resin, liquid;RER;kilogram;epoxy resin, liquid
market for waste plastic, industrial electronics;RoW;kilogram;waste plastic, industrial electronics
Dinitrogen monoxide;('air', 'non-urban air or from high stacks');kilogram
market for potassium carbonate;GLO;kilogram;potassium carbonate
Wood, soft, standing;('natural resource', 'biotic');cubic meter
arsine production;GLO;kilogram;arsine
electricity production, nuclear, pressure water reactor;DE;kilowatt hour;electricity, high voltage
BOD5, Biological Oxygen Demand;('water',);kilogram
Ethanol from sugarbeet;RER;kilogram;Ethanol from sugarbeet
Separator;GLO;kilogram;Separator
Biodiesel from rapeseed oil;RER;kilogram;Biodiesel from rapeseed oil
liquid storage tank production, chemicals, organics;CH;unit;liquid storage tank, chemicals, organics
Fuel tank, compressed hydrogen gas, 700bar, with HDPE liner;RER;kilogram;Hydrogen tank
market for tin;GLO;kilogram;tin
Xylene;('air', 'non-urban air or from high stacks');kilogram
metal working, average for steel product manufacturing;RER;kilogram;metal working, average for steel product manufacturing
electricity production, at wood burning power plant 20 MW, truck 25km, post, pipeline 200km, storage 1000m;RER;kilowatt hour;electricity, high voltage
exhaust system, for lorry;RER;kilogram;exhaust system, for lorry
Occupation, construction site;('natural resource', 'land');square meter-year
Cadmium;('air', 'urban air close to ground');kilogram
Pentane;('air', 'non-urban air or from high stacks');kilogram
market for liquid storage tank, chemicals, organics;GLO;unit;liquid storage tank, chemicals, organics
o-Xylene;('air', 'urban air close to ground');kilogram
treatment of waste mineral wool, inert material landfill;CH;kilogram;waste mineral wool, for final disposal
Formaldehyde;('air',);kilogram
Low voltage system;GLO;kilogram;Low voltage system
Semi-rigid roadside barriers;RER;unit;Semi-rigid roadside barriers
market for lithium carbonate;GLO;kilogram;lithium carbonate
Ethanol, from forest residues, at fuelling station;RER;kilogram;ethanol, without water, in 99.7% solution state, vehicle grade
Styrene;('air', 'non-urban air or from high stacks');kilogram
Sulfate;('water', 'ground-');kilogram
RWGS catalyst;RER;kilogram;RWGS catalyst
market for phosphoric acid, industrial grade, without water, in 85% solution state;GLO;kilogram;phosphoric acid, industrial grade, without water, in 85% solution state
market for polyurethane, flexible foam;RER;kilogram;polyurethane, flexible foam
Magnesium;('water', 'surface water');kilogram
router, internet;CH;unit;router, internet
ethanol without biogas;RER;megajoule;ethanol without biogas
Syngas, RWGS, Production;RER;kilogram;Syngas, RWGS, Production
transport, freight, lorry, fleet average;EUR;ton kilometer;transport, freight, lorry, fleet average
market for wood chips, wet, measured as dry mass, CF = -1;DE;kilogram;wood chips, wet, measured as dry mass, CF = -1
Hydrogen, gaseous, 25 bar, from gasification of woody biomass in entrained flow gasifier, with CCS, at gasification plant;CH;kilogram;Hydrogen, gaseous, 25 bar
market group for electricity, medium voltage;Europe without Switzerland;kilowatt hour;electricity, medium voltage
power sawing, without catalytic converter;RER;hour;power sawing, without catalytic converter
market for transport, freight, sea, tanker for petroleum;GLO;ton kilometer;transport, freight, sea, tanker for petroleum
Water, well, in ground;('natural resource', 'in water');cubic meter
market for polycarbonate;GLO;kilogram;polycarbonate
cabin, for lorry;RER;kilogram;cabin, for lorry
Clamps and fasteners;GLO;kilogram;Clamps and fasteners
Ethanol from wheat straw pellets;RER;kilogram;Ethanol from wheat straw pellets
Propene;('air', 'urban air close to ground');kilogram
market for waste concrete;RoW;kilogram;waste concrete
market for tap water;RoW;kilogram;tap water
market for refrigerant R134a;GLO;kilogram;refrigerant R134a
Hydrogen, gaseous, 700 bar, from gasification of woody biomass in entrained flow gasifier, with CCS, at fuelling station;RER;kilogram;Hydrogen, gaseous, 700 bar
Cell container;GLO;kilogram;Cell container
Heat transfer plate;GLO;kilogram;Heat transfer plate
Fuel tank, compressed natural gas, 200 bar;RER;kilogram;Fuel tank, compressed natural gas, 200 bar
market for ethylene glycol;GLO;kilogram;ethylene glycol
electronics production, for control units;RoW;kilogram;electronics, for control units
Biomethane, gaseous, 5 bar, from sewage sludge fermentation, at fuelling station;RER;kilogram;biomethane, high pressure
Sodium, ion;('water', 'surface water');kilogram
Ethanol, from sugarbeet, at fuelling station;RER;kilogram;ethanol, without water, in 99.7% solution state, vehicle grade
Chloride;('water', 'ground-');kilogram
Magnesium;('water', 'ground-, long-term');kilogram
reinforcing steel production;Europe without Austria;kilogram;reinforcing steel
Occupation, traffic area, road network;('natural resource', 'land');square meter-year
synthetic gas factory construction;RoW;unit;synthetic gas factory
diesel production, synthetic, from electrolysis-based hydrogen, economic allocation, at fuelling station;RER;kilogram;diesel, synthetic, vehicle grade
Hydrocarbons, chlorinated;('air', 'low population density, long-term');kilogram
Radon-222;('air', 'non-urban air or from high stacks');kilo Becquerel
Ethanol from forest residues;RER;kilogram;Ethanol from forest residues
Propene;('air', 'low population density, long-term');kilogram
SMR BM, HT+LT, with digestate incineration, 26 bar;CH;megajoule;Hydrogen, gaseous, 26 bar
market for packaging film, low density polyethylene;GLO;kilogram;packaging film, low density polyethylene
Benzene;('air', 'low population density, long-term');kilogram
Glider lightweighting;GLO;kilogram;Glider lightweighting
electricity production, at power plant/biogas, post, pipeline 200km, storage 1000m;RER;kilowatt hour;electricity, high voltage
market for titanium dioxide;RoW;kilogram;titanium dioxide
treatment of brake wear emissions, lorry;RER;kilogram;brake wear emissions, lorry
Benzo(a)pyrene;('air',);kilogram
market for natural gas, high pressure, vehicle grade;GLO;kilogram;natural gas, high pressure, vehicle grade
Nitrogen oxides;('air',);kilogram
frame, blanks and saddle, for lorry;RER;kilogram;frame, blanks and saddle, for lorry
market for chromium oxide, flakes;GLO;kilogram;chromium oxide, flakes
Propane;('air', 'urban air close to ground');kilogram
heat exchanger, carbon dioxide capture process;RER;unit;heat exchanger, carbon dioxide capture process
heat production, hardwood chips from forest, at furnace 1000kW, state-of-the-art 2014;CH;megajoule;heat, district or industrial, other than natural gas
market for aluminium scrap, new;RER;kilogram;aluminium scrap, new
transport, freight, lorry, fleet average, 26t;EUR;ton kilometer;transport, freight, lorry, fleet average
container, with pipes and fittings, for diaphragm compressor;GLO;unit;container, with pipes and fittings, for diaphragm compressor
Methane, non-fossil;('air', 'non-urban air or from high stacks');kilogram
tin production;RoW;kilogram;tin
market for lubricating oil;RoW;kilogram;lubricating oil
NCA electrode material (LiNi0.8Co0.15Al0.05O2);JP;kilogram;NCA electrode material (LiNi0.8Co0.15Al0.05O2)
treatment of biowaste by anaerobic digestion, with biogenic carbon uptake, lower bound C sequestration, digestate incineration;CH;cubic meter;biogas
Carbon monoxide, from soil or biomass stock;('air', 'non-urban air or from high stacks');kilogram
Nickel;('air', 'non-urban air or from high stacks');kilogram
Chromium;('air', 'non-urban air or from high stacks');kilogram
treatment of scrap steel, inert material landfill;CH;kilogram;scrap steel
Biodiesel, from rapeseed oil, at fuelling station;RER;kilogram;biodiesel, vehicle grade
Cooling system;GLO;kilogram;Cooling system
market group for electricity, medium voltage;EUR;kilowatt hour;electricity, medium voltage
market for anodising, aluminium sheet;GLO;square meter;anodising, aluminium sheet
hydrogen peroxide production, product in 50% solution state;RER;kilogram;hydrogen peroxide, without water, in 50% solution state
aluminium ingot, primary, to aluminium, wrought alloy market;GLO;kilogram;aluminium, wrought alloy
Hydrogen, gaseous, 700 bar, from ATR of biogas with CCS, at fuelling station;RER;kilogram;Hydrogen, gaseous, 700 bar
market for steam, in chemical industry;RER;kilogram;steam, in chemical industry
Sulfate;('water',);kilogram
woodchips from forestry residues;RER;megajoule;woodchips from forestry residues
market for hydrogen, liquid;RER;kilogram;hydrogen, liquid
softwood forestry, pine, sustainable forest management_CF = -1;SE;kilogram;wood chips, wet, measured as dry mass_CF = -1
market for rape seed;GLO;kilogram;rape seed
Benzene;('air', 'urban air close to ground');kilogram
yarding and processing, mobile cable yarder on truck;RER;hour;cable yarding
Manganese;('water', 'surface water');kilogram
Propane;('air', 'low population density, long-term');kilogram
Battery cell, NMC-622;GLO;kilogram;Battery cell
internal combustion engine, for lorry;RER;kilogram;internal combustion engine, for lorry
market for phenolic resin;RER;kilogram;phenolic resin
Lead;('air', 'non-urban air or from high stacks');kilogram
End-busbar copper;GLO;kilogram;End-busbar copper
Coal, hard, unspecified, in ground;('natural resource', 'in ground');kilogram
Fiber coagulation;RER;kilogram;Coagulated fiber
Fixed bed reactor for RWGS;RER;unit;Fixed bed reactor
Module lid;GLO;kilogram;Module lid
welding, arc, aluminium;RER;meter;welding, arc, aluminium
Hydrogen, gaseous, 700 bar, from SMR of biogas with CCS, at fuelling station;RER;kilogram;Hydrogen, gaseous, 700 bar
market for ethanol, without water, in 99.7% solution state, from ethylene;RER;kilogram;ethanol, without water, in 99.7% solution state, from ethylene
noise, octave 2, day time, rural;('octave 2', 'day time', 'rural');joule
market for transformer, high voltage use;GLO;kilogram;transformer, high voltage use
electricity production, photovoltaic, 3kWp slanted-roof installation, multi-Si, panel, mounted;DE;kilowatt hour;electricity, low voltage
computer production, desktop, without screen;GLO;unit;computer, desktop, without screen
Cathode;GLO;kilogram;Cathode
Copper;('air', 'low population density, long-term');kilogram
Fiber winding up;RER;kilogram;Fiber winding up
tires and wheels, for lorry;RER;kilogram;tires and wheels, for lorry
computer production, laptop;GLO;unit;computer, laptop
Sulfur dioxide;('air', 'low population density, long-term');kilogram
Fiber drying 3;RER;kilogram;Dried fiber 3
steel production, chromium steel 18/8, hot rolled;RoW;kilogram;steel, chromium steel 18/8, hot rolled
Hydrogen, gaseous, 700 bar, from gasification of woody biomass in entrained flow gasifier, at fuelling station;RER;kilogram;Hydrogen, gaseous, 700 bar
market for concrete, high exacting requirements;CH;cubic meter;concrete, high exacting requirements
Carbon monoxide, fossil;('air', 'non-urban air or from high stacks');kilogram
transport, freight, lorry, fleet average, 26t;World;ton kilometer;transport, freight, lorry, fleet average
Methane, fossil;('air', 'non-urban air or from high stacks');kilogram
Diesel production, synthetic, Fischer Tropsch process, energy allocation;RER;kilogram;Diesel, synthetic
Calcium, ion;('water', 'surface water');kilogram
